cod_prod;brand;line_model;width;aspect;rim;size_norm;original_label;query_strict;keywords;size_regex;ean_gtin
45190;Windforce;Catchfors T/A;265;60;18;265 60 r18;;pneu 265 60 r18 Windforce Catchfors T/A;['265/60R18', '265 60 R18', 'Windforce', 'Catchfors T/A'];\b265[/\s-]?60\s*R?\s*18\b;45190
42360;Winrun;R330;195;55;16;195 55 r16;;pneu 195 55 r16 Winrun R330;['195/55R16', '195 55 R16', 'Winrun', 'R330'];\b195[/\s-]?55\s*R?\s*16\b;42360
48495;Winrun;R380;175;65;15;175 65 r15;;pneu 175 65 r15 Winrun R380;['175/65R15', '175 65 R15', 'Winrun', 'R380'];\b175[/\s-]?65\s*R?\s*15\b;48495
31843;Xbri;Brutus All Terrain;265;60;18;265 60 r18;;pneu 265 60 r18 Xbri Brutus All Terrain;['265/60R18', '265 60 R18', 'Xbri', 'Brutus All Terrain'];\b265[/\s-]?60\s*R?\s*18\b;31843
41787;Xbri;Brutus T/A;215;65;16;215 65 r16;;pneu 215 65 r16 Xbri Brutus T/A;['215/65R16', '215 65 R16', 'Xbri', 'Brutus T/A'];\b215[/\s-]?65\s*R?\s*16\b;41787
41568;Xbri;Brutus T/A;265;65;18;265 65 r18;;pneu 265 65 r18 Xbri Brutus T/A;['265/65R18', '265 65 R18', 'Xbri', 'Brutus T/A'];\b265[/\s-]?65\s*R?\s*18\b;41568
30537;Xbri;Ecology;195;60;15;195 60 r15;;pneu 195 60 r15 Xbri Ecology;['195/60R15', '195 60 R15', 'Xbri', 'Ecology'];\b195[/\s-]?60\s*R?\s*15\b;30537
31117;Xbri;Ecology;205;55;16;205 55 r16;;pneu 205 55 r16 Xbri Ecology;['205/55R16', '205 55 R16', 'Xbri', 'Ecology'];\b205[/\s-]?55\s*R?\s*16\b;31117
48576;Xbri;Ecoplus C2 Tl;215;75;17;215 75 r17;;pneu 215 75 r17 Xbri Ecoplus C2 Tl;['215/75R17', '215 75 R17', 'Xbri', 'Ecoplus C2 Tl'];\b215[/\s-]?75\s*R?\s*17\b;48576
47795;Xbri;Ecoplus P1;215;75;17;215 75 r17;;pneu 215 75 r17 Xbri Ecoplus P1;['215/75R17', '215 75 R17', 'Xbri', 'Ecoplus P1'];\b215[/\s-]?75\s*R?\s*17\b;47795
47627;Xbri;Fastdrive;225;50;17;225 50 r17;;pneu 225 50 r17 Xbri Fastdrive;['225/50R17', '225 50 R17', 'Xbri', 'Fastdrive'];\b225[/\s-]?50\s*R?\s*17\b;47627
48167;Xbri;Fastway B2;175;70;14;175 70 r14;;pneu 175 70 r14 Xbri Fastway B2;['175/70R14', '175 70 R14', 'Xbri', 'Fastway B2'];\b175[/\s-]?70\s*R?\s*14\b;48167
46540;Xbri;Fastway E1;205;70;15;205 70 r15;;pneu 205 70 r15 Xbri Fastway E1;['205/70R15', '205 70 R15', 'Xbri', 'Fastway E1'];\b205[/\s-]?70\s*R?\s*15\b;46540
48569;Xbri;Fastway W2;205;55;16;205 55 r16;;pneu 205 55 r16 Xbri Fastway W2;['205/55R16', '205 55 R16', 'Xbri', 'Fastway W2'];\b205[/\s-]?55\s*R?\s*16\b;48569
42462;Xbri;Forza A/T 2;175;75;13;175 75 r13;;pneu 175 75 r13 Xbri Forza A/T 2;['175/75R13', '175 75 R13', 'Xbri', 'Forza A/T 2'];\b175[/\s-]?75\s*R?\s*13\b;42462
46799;Xbri;Forza A/T F2;175;75;14;175 75 r14;;pneu 175 75 r14 Xbri Forza A/T F2;['175/75R14', '175 75 R14', 'Xbri', 'Forza A/T F2'];\b175[/\s-]?75\s*R?\s*14\b;46799
48081;Xbri;Forza Ht 2 Extra;235;60;18;235 60 r18;;pneu 235 60 r18 Xbri Forza Ht 2 Extra;['235/60R18', '235 60 R18', 'Xbri', 'Forza Ht 2 Extra'];\b235[/\s-]?60\s*R?\s*18\b;48081
41909;Xbri;Premium F1;165;70;13;165 70 r13;;pneu 165 70 r13 Xbri Premium F1;['165/70R13', '165 70 R13', 'Xbri', 'Premium F1'];\b165[/\s-]?70\s*R?\s*13\b;41909
30535;Xbri;Premium F1;185;70;14;185 70 r14;;pneu 185 70 r14 Xbri Premium F1;['185/70R14', '185 70 R14', 'Xbri', 'Premium F1'];\b185[/\s-]?70\s*R?\s*14\b;30535
43751;Xbri;Robusto;295;80;22;295 80 r22;;pneu 295 80 r22 Xbri Robusto;['295/80R22', '295 80 R22', 'Xbri', 'Robusto'];\b295[/\s-]?80\s*R?\s*22\b;43751
43736;Xbri;Sport+2;225;45;19;225 45 r19;;pneu 225 45 r19 Xbri Sport+2;['225/45R19', '225 45 R19', 'Xbri', 'Sport+2'];\b225[/\s-]?45\s*R?\s*19\b;43736
40176;Xbri;Xforza;215;75;17;215 75 r17;;pneu 215 75 r17 Xbri Xforza;['215/75R17', '215 75 R17', 'Xbri', 'Xforza'];\b215[/\s-]?75\s*R?\s*17\b;40176
44817;Xbri;Xforza;235;75;17;235 75 r17;;pneu 235 75 r17 Xbri Xforza;['235/75R17', '235 75 R17', 'Xbri', 'Xforza'];\b235[/\s-]?75\s*R?\s*17\b;44817
46541;Yeada;Opteco S1;195;65;15;195 65 r15;;pneu 195 65 r15 Yeada Opteco S1;['195/65R15', '195 65 R15', 'Yeada', 'Opteco S1'];\b195[/\s-]?65\s*R?\s*15\b;46541
46526;Yeada;Yda266;235;60;18;235 60 r18;;pneu 235 60 r18 Yeada Yda266;['235/60R18', '235 60 R18', 'Yeada', 'Yda266'];\b235[/\s-]?60\s*R?\s*18\b;46526
46086;Yeada;Yda286 At;285;75;16;285 75 r16;;pneu 285 75 r16 Yeada Yda286 At;['285/75R16', '285 75 R16', 'Yeada', 'Yda286 At'];\b285[/\s-]?75\s*R?\s*16\b;46086
47971;Zmax;Gallopro Ht;235;60;16;235 60 r16;;pneu 235 60 r16 Zmax Gallopro Ht;['235/60R16', '235 60 R16', 'Zmax', 'Gallopro Ht'];\b235[/\s-]?60\s*R?\s*16\b;47971
48154;Zmax;Zealion;205;55;17;205 55 r17;;pneu 205 55 r17 Zmax Zealion;['205/55R17', '205 55 R17', 'Zmax', 'Zealion'];\b205[/\s-]?55\s*R?\s*17\b;48154
